uuid,phrase,category
43397674387668288948037643345395495023644493424126955352726371563871883018712,bark up the wrong tree,Figurative+Literal
1902488508268789677588659064717262585031143950259522457684989588381631247978,bark up the wrong tree,Figurative+Literal
11663725499442433199293660851533957299717177413428113303034475541188600463462,bark up the wrong tree,Figurative+Literal
8414258678437741320084569380651013132908276810670931436175063920632844356222,bark up the wrong tree,Figurative+Literal
104809415498592759323937577101577042999477527169629252700850872416993196697396,batten down the hatches,Figurative
27492251869693442873965336599413491347898052525161806048102364669166427991734,batten down the hatches,Partial Literal
31263331264284545103850378386452243810331223262758498377456657700562674317200,batten down the hatches,No Category
43041376874859531275328058962310678704875366582830979264562198059637390663596,batten down the hatches,No Category
103262835559552646628639221623194467434286587542951848205468931241838470513308,batten down the hatches,No Category
79362257782961228868028470797753400218887136375957553935911654389369507944709,be all ears,No Category
22761377523641097023206574513976034790871407472687447703849404371538365434259,be all ears,No Category
34085570967288879662724727664866402950472505849143179839776673910586860786845,be all ears,No Category
100302543147646689061635145128747620129500576400918761591298822712089361982644,be all ears,Literal
53854171774461718249563183874333537464385464797660854553617786458722943803924,be all ears,Figurative+Literal
23671399455448973596548783550705533718080580071745863224510509451054839685279,be left holding the baby,Figurative
25750583463466896330001524552080522153538049787318503556946886405225652111496,be left holding the baby,Figurative
7400118257244269094056582940989999696385196373200023255309927599964063135568,be left holding the baby,Figurative+Literal
59297794236675512275348045866508821934411179162331366027074631224798266998953,be left holding the baby,Literal
68797577369842980710462688870593332061828974672521243692946764537107477916079,be left holding the baby,Literal
82107559655010881316170614274028141237912462325678202093530677989385517809828,be left holding the baby,Literal
57815297875986963922093451655039670157630683093415531833711176157931377222073,be left holding the baby,Figurative+Literal
15190374948591937626789342138963618398813139115889304447785372867574749053248,be my guest,Figurative+Literal
52810024339392679652136125970732627794641614341422032878838123303623466642876,be my guest,No Category
94736769253472719774018916871370701647622761524836873515837951527474597235548,be my guest,No Category
51219306415552617350209998360119771986015660134823855631288467790633567892254,be my guest,No Category
17458151945674132314335324277535326548001656974177917119428692745880694025294,be my guest,No Category
27034278749147977492299655441254377079840530079232923346078683814856968215214,bear in mind,Figurative
61513735951243143449215601414481965423583746436599319024607717330990971017858,bear in mind,No Category
111878215010544575331593805407202413910266042905588760577681171564909251479825,bear in mind,Figurative
15585444835183164148169169599306554000902728826717707351663042267605502092654,bear in mind,Figurative
111846209928951197774273023507767956872399440670281905840875660052408836103396,bear in mind,Figurative
37503664319980358996568652926476272285882162881184053502486409005269358645588,bear in mind,Figurative
29347029075046335846490592473438578547946033822496570784413000193839351661038,bear in mind,Figurative
48441537968041584734958270258393021195487901669236603851753045169169643977931,bear in mind,Figurative
97379711124737077117472268128878713562125368320501106432156421440684638558824,bear in mind,Figurative
95136072705056169356794830497376738679827196182836066118004884239271650499826,bear in mind,Figurative
102929757300525782331525896899436277198768094437232338075553522014892319675570,bear in mind,Literal
55555812471936978899644407213607350756491918574531671693178125021291820570434,bear in mind,Literal
112842018330940162065776386049228626617944425234339462221339305068509244541450,bear in mind,Figurative+Literal
104753550086365470501508325425320884199643578776071154042655811024119534173233,bear in mind,Figurative+Literal
8294302474529730035961905186642757174120039400927580094776612096322851089186,bear in mind,Partial Literal
65073104740312306876455150098722902864754928090444990115487441952620455905457,beard the lion in his den,Figurative
106050943380893094111418145453388979157388375064714061041849677957794449843973,beard the lion in his den,Figurative+Literal
106150685673051963020648575172626941383770582718693165653835533144783271122637,beard the lion in his den,Partial Literal
99735526014383755637846854790001090556293085100808163712990728288962037886636,beard the lion in his den,Partial Literal
23935198244239325195085628415418237046916514715013588144168174902625807048958,beard the lion in his den,Partial Literal
100208097249394720145602810674704109720962314521583790367200313998193395905325,beard the lion in his den,Figurative+Literal
33238688750205548397237528102011659412893431442287456875133841927517833915911,beat swords into ploughshares,Literal
79527264351186172962712900956115912788906122899059346385243228834284275065602,beat swords into ploughshares,Literal
72948880964713349666893098587217335935357334695434731441895293209110609951061,beat swords into ploughshares,Literal
41902644178208276067476595274333636996675260635039420632797897169919387889527,beat swords into ploughshares,Literal
88861253030593933927476275362258309082336096618149321944792218032163846410432,beat swords into ploughshares,Partial Literal
102124423660551065339144948855453791964404698989464542483121327837436985166892,beat the clock,Figurative
55356882453468555103996652391927383016951840181232603730401804611494593830535,beat the clock,Figurative
103942428203099819193508724749263524038080078765237737415086432129296432018264,beat the clock,Figurative
17137886451494452466187334818467886597725650857112935067313582921407227547457,beat the clock,Figurative
78632056676145092078841503643448952900525498126122032583256138673328675628747,beat the clock,Figurative
31083984676293119438055607683199205898699688011562005627953954357722003870625,beat the clock,Figurative
87871233350617512422355759109355506298310668438316901561179246029978896395373,beat the clock,Figurative
21566384214728446570966485148352227425817609194357559560920949148468061072652,beat the clock,Figurative
105742132903617750292424446550680961305127308114976918526904927610420436957875,beat the clock,Figurative
26679589037488911262004406685061722468298278913389699280811509479386220440161,beat the clock,Figurative
42851714504834473511296260309809328721060788545393549848029579995506799351951,beat the clock,Figurative+Literal
18363220365782231226677319665659178474870878185732142654960764437347257010831,beat the clock,Figurative
103408098302554510254179762825759627616154840090732516515647999608878097173813,beat the clock,Figurative+Literal
73967374902461539056013516240121286928593681202237858421489687034894274209408,beat the clock,Figurative+Literal
7587954197841006214498729537052041599868207600977662262434057834325525566643,"been there, done that",Figurative
74824938612712111850349376216409543447750282948005293525390252282299761321249,behind bars,Figurative+Literal
45130873647537004358868725670555941607600135088015899215899238424417111746172,behind bars,Figurative+Literal
28140580687180993071291897674592566235854094713936163743244401684425177135526,behind bars,Figurative+Literal
11536524562140529274422887352909411356956469573509269951861329848959970399472,behind bars,Figurative+Literal
38358122371947282058423051847241461348654069209207787106887688239513053540772,behind bars,Figurative+Literal
87461905319761116889071706627406266012910331824069620696798021654436336513665,behind bars,Figurative+Literal
24299534588067372126863380082568399925916113076930087820576050534312880000595,behind bars,Figurative+Literal
61027299251435236836186371458412125923685255199030244091809570735453770093233,behind bars,Figurative+Literal
52295199443121377078088737936499450225470788040368791696703287850360906612192,behind bars,Figurative+Literal
57561125012543329454761502061035648745705801078432302311286391459881187420606,behind bars,Figurative+Literal
107064885454862039595489297578445056395754615095422303603238159360177613166145,behind bars,Figurative+Literal
12820755035876705839857966765840668105921609853870469843578597737577637841766,behind bars,Figurative+Literal
7390330688347829444500851879123365966905870233574690255550153773068779066503,behind bars,Figurative+Literal
1202404838946781953007360629871984623129107333532580398125926946625115091601,behind bars,Figurative+Literal
89041645765629898008897427876635305021854569525994206145965367707741952740685,behind bars,Figurative+Literal
80687827230539513067072540117079061642931288162179833250769847885917945116271,behind someone's back,Figurative
65041403334197037480520007549307668920971822263498082841377971010576078879381,behind someone's back,Figurative
14803639404217698739166408223708757546392468903673009627156169501842213795771,behind someone's back,Figurative
69111987795534888478420639342229588034039763161216702109656821447868609858498,behind someone's back,Figurative
85300469741681005455909641784318785504632808794623200070794343130776898381062,behind someone's back,Figurative
107520204223258925040094482980712946826618038207923619292091881919190946589580,behind someone's back,Figurative+Literal
20656094690021061556622069851553246090464208663918379496722826869569487266320,behind someone's back,Figurative
7294229234226433692761652883411514118655657630048171243171465685776397906775,behind someone's back,Figurative+Literal
105811502063960134664826565597910071043085302257689666206902191719090951679550,behind someone's back,Figurative+Literal
13125870687005128542749596664360814222227879008458660648084938817808804688877,bell the cat,Figurative
56101689204212299814348610582455379454039054862716729761413926277489503508460,bell the cat,Figurative
67700295855043364101876473806835417378881622492222053253421444121048865991944,bell the cat,Figurative
78478998953070627309274141583418577757533804480619109274432731333622021003157,bell the cat,Partial Literal
16140075235966350703760921267990260415043206558846657808642773221064967740857,bell the cat,Partial Literal
8070509435658615958044823079832496502332005492503051507336829392361117828212,bell the cat,Partial Literal
6031300917704111708386013827630431664670003862793440447265462656589661220521,bell the cat,No Category
108012444632352230737235950607574545525174872883122465787928872102242516911212,bell the cat,Partial Literal
25766312802123852417825837620662604352248661940062674406122370264569025222328,below the belt,Figurative
42111137996988021640880200341605851485460944627321248352002674581342108773214,below the belt,Figurative
101261721107014004411799242805049526487301038178649733630253148620892296413299,below the belt,No Category
112378985935619165892883696317582554866854655722017690939262154305061151307186,below the belt,Figurative
67817238928379905100045809295279296060970564174261826896714993127463845889258,bend someone's ear,No Category
51181542278930873597387431618815633250314263750142790756042088804426348030043,bend someone's ear,Figurative
110391257053807019302770347961324989002823758643417476325286209262554177814836,bend someone's ear,Figurative
96266943541936777735894325903880177032322818107687720374812823116460803916620,bend someone's ear,Figurative
61945615074250454881898098277854121696839902642065915753469462616249563133345,bend someone's ear,No Category
73812752696768538093477258746283095047821837259198962567720284899031119085272,bend someone's ear,Figurative
478505810336738215593858251986278807733387590092733089757455241755321871488,bend someone's ear,Figurative
76524089597424614036185512442826926907356175650245850718704744298610328293202,bend someone's ear,No Category
44336694704684660746737554298053111445338639970177423933827790786363572655459,bend someone's ear,Figurative+Literal
87242454683578817994300600141181073754779869806835019937995431180770983781472,bend someone's ear,Figurative+Literal
28913565111497281501630103323938710387184059467514137633758237708522149083035,bend someone's ear,No Category
49334653881844384448577817528159354190083755525061918070064835383314758347999,bend someone's ear,No Category
12960288837405361992160201058699014791390438328203451204471394991010506764265,bend someone's ear,Figurative+Literal
84109211022285435394633279524433615316478381535140383926521026637511538010151,between the devil and the deep blue sea,Figurative+Literal
6119891508912946138434006130365322916562792801547552247768215552573143899355,between the devil and the deep blue sea,Figurative+Literal
82546317449612530123472025381742877682216279475667014270886608082501830305859,beyond the pale,No Category
81503378845290229177649210281345105191742840312109884550728742274020550570541,birds of a feather,Figurative
63633397474379527185178179914422302788722130120011327984252080029224678266636,birds of a feather,Partial Literal
113594521631987759057051342687709180483001189495046271386044190205361199103421,birds of a feather,Partial Literal
8348727649406689502487864196032438971104068047779217914325537950627556978456,birds of a feather,Partial Literal
68090234492516065301209821440546200856412537206351348651552095799128003248289,birds of a feather,Figurative
16427563519174887246816963642320843485014088308354142800721311998317717995653,bite someone's head off,Figurative+Literal
85742984468704876009003034165109705620544168508883415321111295203374443028400,bite someone's head off,Figurative
92914353945494136335293019088698775193938102361872086445470578267662166671639,bite someone's head off,Figurative
102662543142324053611811838627150960602970543097571721399512706650461956747865,bite someone's head off,Figurative+Literal
80653486493032010393380542442051952424065559480600371481541761043092424288182,bite someone's head off,Figurative+Literal
89594143330947132960246155487291283598319100948063194241576281857997714733319,bite someone's head off,Figurative+Literal
44243698008177084467657299155080942390657887480303442964935251726055568912849,bite someone's head off,Figurative+Literal
19292501072996917974496732330016426879485068186044335212813403852554853064487,bite someone's head off,Partial Literal
9525613562422466645077166042324497873387030368126950953035388486041318997786,bite someone's head off,No Category
115368575372134271405921553349188494303322261698952677777460052127352199166770,bite someone's head off,Literal
93090906073452495825078348695418973570606759339289112744275519015231331706186,bite the big one,Figurative
58134956895596932686102526694625198171611768786352679969348010884990330998799,bite the big one,Figurative
107486010830268872197121450788208460360429508238935619461472120795848502357191,bite the big one,Figurative
21089024076046238586541460905867144894204117984787417986429220176639033079606,bite the big one,Figurative
4433967666001047038128761467679420764335391459897999447129080083590642370952,bite the big one,Figurative
21313556750827562813421690906731919970692617868884529247543148099299056228885,bite the big one,No Category
29837324100234207601263443097101611863047386535578712621069875945497808537368,bite your tongue,Figurative
72591249347890084057595827522268781245758396711765567313130919859742487862309,bite your tongue,Literal
42051781911274715497661845892365735594208656181441465438558367227077955706193,bite your tongue,Literal
89605334043358000624310300098055265298162678229870916963272154821384606923457,bite your tongue,Partial Literal
72777063191304463357960743176238146024393413872868799232851552983641081360936,bite your tongue,Literal
76020434079222794257079155685178825439394434631464919621785056884401738535540,bite your tongue,Literal
22141617141688838633427551939362009494622316000771185518526346746447198650319,blaze a trail,No Category
57871935218074696366613696789338600315390488257646675972362052350519882032702,blaze a trail,No Category
5035312558628359940956565117011942786186544119609961044905866942491139408222,blaze a trail,Figurative
58570293638488991360726948660249806249551423295250327384603241875231218135722,blaze a trail,Figurative
7602605360779282004306209192287948264432555656024210765019345765608049172111,blaze a trail,Figurative
50351438705888748700654992265339027519598823895237067309772310815149798305015,blaze a trail,Figurative
105376974637874814989535604718373820044861173247470040227408057170850034387583,blaze a trail,Figurative
43242774531491268044320105552128549466710100860905176493898673264712585304302,blaze a trail,Figurative+Literal
18696949426860241733321525648226306555986029846271866358992730718265289704237,blaze a trail,Partial Literal
78366288907855027703319567666669517010038734522030445689045316179693272095788,blaze a trail,Figurative+Literal
101039215739767081948450336070296016069417414160719859159790876992639710780367,blaze a trail,Figurative+Literal
2985372067671032001708736293266887379284828080336839368970187784708149126815,blaze a trail,Figurative+Literal
90445668328288181794379374179292576541146749479499643614620598656903912577605,blood is thicker than water,Figurative
12086721796677092952669627912444014026627901296815438148371411942387329145798,blood is thicker than water,Figurative
35099368011831603594475155607567535939665833938843724888260425392662513303670,blood is thicker than water,Figurative
102449203307994803192372209077705829658728759186538827926633043159672374021868,blood is thicker than water,Partial Literal
61002018268519226739132983368255878463901077324597477830275731600541178649724,blood is thicker than water,Literal
56649879514216555651148761966920828329417560684203598511221249891122471665936,blow off steam,Figurative+Literal
7423946049261840007069636004755137838159559313981146968826026487125463053167,blow off steam,Figurative
11078969682309081600364592872773977732196685334169067245550953358184262374579,blow off steam,Figurative
96272012636652692020113754374420443766825965248372415963070781159917914635469,blow off steam,Figurative+Literal
106024282773307542737295876912595108796158581270473373953899942114036085533416,blow off steam,Figurative
10634299665958584178541702948041800707372544389109999158284908345638006407989,blow off steam,Figurative
9193698332988634567461965071079222551474995666205922535890699177269417598998,blow off steam,Figurative
113578416892018555231406487852641535461532534197275021473132441396472206978802,blow off steam,Figurative
84011838368558404436179772197235050645744643822846888807731871156237738480366,blow off steam,Figurative
88560798137080437401873312975857302844232784890621837416441985654973688971656,blow off steam,Figurative+Literal
57990493095900290841422950569063998527119331559047395716905321942946608207660,blow off steam,Figurative
80222641722510339435403255780209680189066784644324287081135401481573199349787,blow off steam,Figurative+Literal
